index,business
44393,0x80dcdf88ac252609:0x97d62a2bf1df8520
44394,0x80dd26ea2c0287f7:0x1d8174139336c63c
44395,0x80dcdf63f2ebdff1:0x6dee8749812e4c70
44396,0x80dd20fa3ea52db1:0x2edf543a4f087f47
44397,0x80ec43d3bbff845f:0x8b93dce2820963d2
44398,0x80dcd7463d0be31f:0xc8caf5210737c357
44399,0x80dcf3e2a6a70973:0xeb7c2636a53bbff2
44400,0x80834d8faa308d67:0x7a829e6f7cf63ac7
44401,0x809cb44d6f5dd811:0xe026648d5385170
44402,0x809b21d6eaa054f5:0x608ede3dea8bd1b7
44403,0x80834d8f21648f47:0xff9432173985862b
44404,0x809b21d0919a190b:0x8d40c0a262d1bf93
44405,0x8083529d526a602b:0x7a6a0b5f861f9cfe
44406,0x80834d88cef6cf31:0xd0228e997f35c768
44407,0x80834d8f3321eb67:0x9ebc310e73271753
44408,0x809b54a84bc7d35f:0xfbe2884445296ee3
44409,0x809cb4322a4dd245:0xe31b00362e3af987
44410,0x809cb5993b567dbb:0x33aa266d725dd39f
44411,0x809b21d6eaa054f5:0xeb4fdb04dbca7af8
44412,0x80c2c5af84b09dcf:0x6d07b989e5e796d7
44413,0x8083f35f3fb939ef:0x90e870eadb25f72b
44414,0x80844877b58c4eb1:0x75c349304022a359
44415,0x808476112a16b117:0x13333fa53183ff6
44416,0x8083e5c144780c19:0xb6186ae04da000a3
44417,0x8083e5c307920813:0xa534642135f9580c
44418,0x80844877a4e63329:0x3295aabdcec90a78
44419,0x80db7f284c7d43a3:0x102fac3f31191efb
44420,0x80c336d65e0c9027:0x76db8d666042a177
44421,0x80dd295f718b31e5:0x6aaa6a0db456588f
44422,0x80c331540e22a56b:0x3d9eab22b19bfedc
44423,0x80dca7972e8d44c9:0xf2e1ca29a141c5a8
44424,0x808e6aa4c67e4f3d:0x7146cfbf51bb6643
44425,0x80e9138951d24a97:0x8a1d306ed1e65939
44426,0x80952f6436bdc0a7:0xa50354bc5f41a93a
44427,0x80db51194916a88b:0xeb867b8f15a98dd7
44428,0x80dcaba032b5eb5f:0x327b3869d9a4d337
44429,0x80dcab086438554d:0x621915781c14aca5
44430,0x80dcab59c219bbb3:0x3b73b66df8121406
44431,0x80db55ca24479641:0x92380d0a147d6d4
44432,0x80c2db4042c99a67:0x2ca5da531600e7b4
44433,0x80c2d90dfa1208af:0xf66169799c93d76f
44434,0x80dcd46df8a3bad9:0xc08ed1aca4fd6774
44435,0x808e4addf79e1275:0xd37ede763207ba64
44436,0x808fca52de897cc9:0xb02895c170f980c5
44437,0x80c350b62493c12b:0xbed42f753ea16299
44438,0x80e84dfd27844117:0xe7165a84afdf3fba
44439,0x80c2c87dd05b48af:0x1c48314d1171db8c
44440,0x80c2b6ef651032b1:0x98bed6aa60f00699
44441,0x80c2bada537ec5a1:0x6b9ee3794573e096
44442,0x80c2cd82d54f3705:0x4bbcb03dab435b40
44443,0x80c34a1ba4b50fd9:0x85e1ea843c18f9d
44444,0x80c2bbae0d26e57f:0x97e5a3320ffd73f8
44445,0x80dcd7fe1aca2a4f:0xd2eec440374351a9
44446,0x80c2b094adee3287:0xbe1a4471d2c8dd1f
44447,0x80c2b706b41e71cf:0xb6f6858eaf125644
44448,0x80c350b78df32785:0x4d3266accc65e176
44449,0x809af75dae42f9af:0x44dec7f193757217
44450,0x80dbff6380610601:0xab7c71e8a8cb24ea
44451,0x808525779ad6bf2b:0x9b9ef1de0e097139
44452,0x80dc01c01d462a7d:0x95c23f3d553675a1
44453,0x80dbfeda65569a6b:0xce787ac47d6ab1a9
44454,0x80dc06d26f2ba833:0xb496236963ce05c1
44455,0x80dc03fb5965bb9b:0xb70505379df5ad2c
44456,0x80dc032a93802145:0xa7262764d2da672e
44457,0x80dc03b33077926f:0x6239d9083a9d93fd
44458,0x80c2b16a77fdd657:0xb5a44fe5d0a734bb
44459,0x80c2cc3233eaad6b:0xef5d5836734aec3a
44460,0x80c2cbf8160b8091:0x9ab09d58381719f6
44461,0x80c2cc322d7fe2ab:0xd884417257d04c4f
44462,0x80c2cc683203d49d:0xf4b7bd26adf33c7f
44463,0x80c2cdd6f3dabca7:0x3aca7ea32ef7bd18
44464,0x80c2cea0f6218a81:0x1a2d58f1ac9c9e65
44465,0x80c2cb7e90181bad:0xa1871d40d121aeb
44466,0x80dd354fe52d0c75:0x2251f979416dc04e
44467,0x80c2cc41d8b4ff4f:0xe141c29792bedee8
44468,0x80d94e7b9fed7507:0x768f3b7091244bcb
44469,0x80c2b68ed9416f55:0x54f70285ee7e7d1
44470,0x80c2b6bbb591b00b:0x60635a6f137a39ac
44471,0x80c2b4477bcc4e6f:0xbacf7c1cd3fb3357
44472,0x80c2b14c50ca6cbb:0xfa6757fa04616c39
44473,0x80c2b140188e892f:0x81226b832cb9bbe2
44474,0x80c2b5ca4fbbf1b5:0x3511909e7c80b6ea
44475,0x80c2b69fa09bd4eb:0x8b179f4dda71eee5
44476,0x80d95909cfb0dc2f:0xbbaf52b6c098902
44477,0x80dc00739fbf27e9:0xe58266f2fefbbcc2
44478,0x80dbffe568e69825:0xce902d21559757a
44479,0x80d95836aa8a738d:0x9fd0d410708e4533
44480,0x80d95909d01cbb2f:0xd34187b4565a20b4
44481,0x80d95907a8344f6d:0xd4779577466e75c3
44482,0x80d9584bec37965b:0x1088ec2543a9bb70
44483,0x80d9583387c2d873:0x75cab2e67fee44cb
44484,0x80d958338714cbc3:0x41650cce0d542ead
44485,0x80dc089ce2258a09:0xf5b2e145854a8819
44486,0x80d95900103858eb:0x6601cffce70ba5d9
44487,0x80d959a34af43565:0x91cea41250e16825
44488,0x80d95994090497d9:0x1d0c6cf083e238ab
44489,0x80d958322fd94d47:0x2fe78dfc2375c298
44490,0x80dbfd633e3b4393:0xbdcee233a967927e
44491,0x808e40260f331825:0x22723cf9d60f127b
44492,0x808fca66e009ced5:0x805f9564f206d651
44493,0x808fb150c4a8770d:0xc493a070e105e259
44494,0x808fba0f81385285:0xb391c641be56e001
44495,0x808fa38504998943:0xb2c171922265f8eb
44496,0x808fcb92d6af250f:0xf87222f70acfddae
44497,0x808fa3695b6eca0d:0xc5b7c99cbe7c7dd8
44498,0x808559be22e2a347:0x4efbdf093b6206e1
44499,0x80855bfb5a6bf227:0x263b50d3c148a617
44500,0x808fec54674027a5:0xfce46fe24e2ea586
44501,0x80c367e8a7dea4a1:0x74e4d681e50d01e2
44502,0x80c3678235924ac5:0xbced25bf452fb38
44503,0x80ea4fe6f98a8417:0xe547bc0ab516359e
44504,0x80c367601cc7b70f:0x5ed81847853e9c65
44505,0x80dcae40baacf9eb:0xea54e63faa20abf6
44506,0x808f9ee02dc1f593:0x849220d74e6091e4
44507,0x808f9e7011c3e009:0x3f9eb6272ef8cb08
44508,0x80857ea133d15f13:0xa08732b541fe280e
44509,0x808f9e703cbb6fdf:0x8c512182f547e816
44510,0x80c2b703cadc82a9:0x907d9628b878df27
44511,0x80c2b5856c47f897:0x1679624bca887608
44512,0x80c2b7ec126450dd:0xfff8af73ffb50ec6
44513,0x80c2b079301101c7:0x4c6a5426dee03c26
44514,0x80c2c80a8e7ecf31:0x30276566df8456bc
44515,0x80dd4a5bb42362bb:0x63fa03f1def38a4d
44516,0x80c2b62e5b10096f:0x449fb7996664e628
44517,0x80c2b605326c8633:0x25054147234a3a6c
44518,0x80c2b582465276cf:0xc135995efd892c64
44519,0x808fa3ad3021621b:0xd24d714681756abc
44520,0x80c2da817b5ec8d7:0xd57bf7ef71cd443a
44521,0x808fbe4efa3f6bf9:0x37594634bc923835
44522,0x80c2ba29f3b32997:0x7ae7d505992a7267
44523,0x80c2cebf5c928177:0x8bebd1169b4f8e9d
44524,0x80858146870aa833:0xe6a527d580293cfa
44525,0x808fbf54f947098b:0xc6077c795ed0fb82
44526,0x80905017454ee315:0x31e13fffbd566997
44527,0x80903d578964235f:0xca3b26f4222f5874
44528,0x809053db2531da9f:0x46226e7d76626140
44529,0x809022ca25e6566f:0x7c03f648c4296dc1
44530,0x80c2b94c9dadb6cb:0x55f7a9ecbdc230fb
44531,0x808f86ba92ed670f:0xa032c4c7a5d3bd09
44532,0x808fe7d6c19458f3:0xb7998b12a4f2360
44533,0x8090511eb06d023d:0xb861da9085499d52
44534,0x80905016d841e5d3:0xb662164577230954
44535,0x80c2c98b29c9b153:0x42e6fe84fab3a296
44536,0x808f8683cf686b89:0x4d47956e98ae9952
44537,0x80d954adce62c5e7:0x2b40f7674f27058d
44538,0x8090517cbb8cf231:0xed87b25ba8b0ac3b
44539,0x80dc08b519b44d13:0x7f5411f8eae634f8
44540,0x80c32e640c2d48b9:0xa9586cad03da047d
44541,0x80c32fb761de8ef5:0xdf4b6d95aba3f7ac
44542,0x80c32e2b646df7ef:0x9576fcb369829f07
44543,0x80c32fb7626728a5:0x61c8144ddf388653
44544,0x80c32fbbb7fc149b:0xa565a8ba9229ccf0
44545,0x80c32fc9e12eaf8d:0x5a061906b0ac4cc2
44546,0x80dc81e217bd9bc3:0x5de146c4e7311efc
44547,0x80c2dbdefcb4893b:0x2cd64450c7700c3e
44548,0x80c331f3df64f00b:0xb1f9936cd476ae50
44549,0x80c331c202e51045:0x39b063d7004d63b0
44550,0x80db55c787c4ff1f:0x49e8ab842753f654
44551,0x80c2b7d37616cdaf:0x7307da1a20220677
44552,0x80c3530a802d5667:0xdd624d53cdf8d9e
44553,0x80dca1e090bf51b7:0x4691da5cbcf0a7f5
44554,0x80c34a07d5a23a33:0x8a78b6b69a5c7bf3
44555,0x80db55b866749725:0xe78260346a8d798
44556,0x80db407e261b0005:0xa07d7003524f0595
44557,0x80dcaca2d55b87c3:0x3a9721bd5f4bcb11
44558,0x80c335e152effd1d:0x8001af5cc2cc85df
44559,0x80857c2f4d028897:0x8899b025af05f5e0
44560,0x808f8724f94525b9:0x95b7399bde59be32
44561,0x808f81258d632681:0xcf94013acb31f623
44562,0x80857c2f15874c2f:0x6aa562f0d4d9975e
44563,0x808f8128a7c374cb:0xe1944c8440d072d6
44564,0x808f80b151e7c2c7:0xe27e15e70751dc12
44565,0x808599d6574d7111:0xfe3fb42850d99bd6
44566,0x80819988ecd6eff3:0xb0c9773610602d75
44567,0x808ff2c751b8b295:0x14f12836d8263521
44568,0x80dbf49d0b6ef06b:0x9f0e592a33f38278
44569,0x80dbf0d24438cb59:0x5c66fb4b80f7c487
44570,0x80c2d96f769dfd9f:0x4b255b3a0328e3ac
44571,0x80c2d560e193e095:0x109e346d56959c29
44572,0x80c2d8f7c9ca0ee5:0xdeef790e5af0bd9b
44573,0x80c2d701cb5bd36b:0x9fc62834743db93d
44574,0x80c2d6542681fb8b:0xe6365ffdc2771cd4
44575,0x80c2d79af0f02919:0x60e9f15c8ac8cff2
44576,0x80c2d765f8dd4ebf:0xb6baf31e3e536ffa
44577,0x80c2d5d6d93b9a17:0x40d6d137cf5f84f4
44578,0x80c2d641d856b259:0xd36ad55f0d582020
44579,0x80c2d943b7b362b5:0xaada051a9f82973a
44580,0x80c2d912098801d3:0x80d5e3b6239abe2a
44581,0x80c2d8280f231217:0xdc8282006f41137e
44582,0x80c2d90e12f03fd3:0x9cfd2951b422d3c2
44583,0x80c2d908d50d1037:0x30348ca84747ee8d
44584,0x80c2c7b0fa61f5a7:0xfd1454f987bed9a4
44585,0x80c2d903dfd82545:0x7f7e22e67f3216bd
44586,0x80c3297d369c7e59:0x50db8f8b0154da08
44587,0x80c2d785ff133c4f:0xb557bd748da8bdc8
44588,0x80c2d796a63c25c9:0x26950618f39d01f3
44589,0x80dca7171f6d308f:0xf58dd38ad4a90fa8
44590,0x80dca78b523d40a1:0x84c17f168c347ccb
44591,0x80d954da787090ff:0xc03df786b08ee583
44592,0x80dca62bd85b105d:0xef55a347b927df62
44593,0x80c2cf76dcc9be7b:0x1bea5ac741d8fbe8
44594,0x80c2c67114ff9dd1:0x5855d07db1e03efa
44595,0x80c2c7389f55b855:0xb564135452d76424
44596,0x80c2c35498f84737:0x125e78844ee1f84a
44597,0x80c2c371784a0669:0xdf40c7aa4c5ac1e9
44598,0x80c2c35b5c2435b9:0xdf1a4356f5d3f6da
44599,0x80c2c51d5f9ee3bb:0x5f9dd4d4aa80241a
44600,0x80c2b16a16def533:0x2bbac95de0ed7c37
44601,0x80c2c64b91d65f29:0x4d97ca618eb236c4
44602,0x80c2c71674a3ffff:0x650f8a99427a5a89
44603,0x80c2c5b4b5af9ea7:0x32744379f66d0bed
44604,0x80db1d1971e13b2d:0xa194b2883529ca7
44605,0x80db1d189c5eb4b5:0xf90f6c2fa2b8228f
44606,0x80db1b81e891c59b:0x7cd8f3167fe3397d
44607,0x80db1d22ff66ba2b:0xe513cf1a43afe22b
44608,0x80dafe7502e77b5b:0x6dc2cf40be60422d
44609,0x80db1ceb9c67a6e7:0x8d7bc082797f1bb5
44610,0x80db21e2b651e907:0xd5171670c2fddf3a
44611,0x80853d4f7ea99075:0x9578b4866393252e
44612,0x809468cccf0854e3:0xe67098870809c0ee
44613,0x809468cc5f729a81:0x610e6b3f0af3a08f
44614,0x808fbb347d50c313:0xfe4ff85269311960
44615,0x8094429fa18b6db3:0xce8db68f16af6bfd
44616,0x8094688342ef749d:0xfaae485ed7046545
44617,0x808e2e2ed3800da1:0x2ed60e2387995a09
44618,0x8091e36d77d7258b:0x2cda9b633f69be59
44619,0x8093eb9722cf5a21:0xcc153b48409b192e
44620,0x80946f2e3faf93f5:0x8ca86ec459766832
44621,0x808e2d745eec8ecf:0x12b79eff0cb2d508
44622,0x809468ccc55c6627:0xd24cc96d5ca1af13
44623,0x809442f2909a4931:0x4e59e3e1f9294d47
44624,0x8085873d9a334501:0x5bc684ee4dab3c94
44625,0x808580b8e3014467:0x6106414f8eb0479
44626,0x80c2cb5d1308a737:0x6350f4e1ceb9d2f1
44627,0x80c2b7883911f7d9:0x85129b7394f43f66
44628,0x80dd339faa2dc8bb:0x346351407958c7f3
44629,0x80c2cb7ceb0c2707:0x3fd70f69bd1fcd28
44630,0x80c2cb5f380b74df:0x762bf5f96e6c83a0
44631,0x80c2b68f35187fd3:0x487d47ffff887170
44632,0x80c2b68407cbd3c1:0x20907cd255698ed5
44633,0x80c3664406d9ee79:0xdf2d74bc838a8bf1
44634,0x80c3677d6f4ac1c7:0x1ca3b90402d89f35
44635,0x80c36783945bafbd:0x2f967952d28cada8
44636,0x80c366b53f779e69:0x4ff7be05a2985594
44637,0x80dc824732bbe71b:0x8eb013a6150e4d27
44638,0x8091a3afe413f895:0x75b7f9fdd07e85d6
44639,0x80c367db8740d8ed:0xa74287c5a00720df
44640,0x80dd729ed77d6189:0x2e224d0840e376d9
44641,0x80c334bd5a08e8a1:0x6aaeacbad1ab81a2
44642,0x80dc8340cbb91ddb:0x1bd03cb9e0d98877
44643,0x80dafe7b0910996d:0x9197628d7c30a088
44644,0x80c29a8fbd4b1113:0x828bc6dbaec25c83
44645,0x80c284b368db37c7:0xd2935f9848cbeb18
44646,0x80c29a8faa2987a5:0x303dd66234658485
44647,0x80c2cb9759b908c9:0x33ffd90382c2daca
44648,0x80c2d62df0ff0ee7:0x237e120c78286f
44649,0x80c2cd0082988dd1:0x5c9bf061b3b819ed
44650,0x80c2cd47131c6725:0x78eaefa4c2d46a50
44651,0x80c2cd9cdf53aca9:0x4fb2ba99f9af9f18
44652,0x80c2bc07a2c76b4d:0xeb40a9999f724ea9
44653,0x80c2cd8a4a81ed8b:0x29d17e55db5701f9
44654,0x80c2c4d5446e54eb:0x69ddbdc583bb597e
44655,0x80c2cdf2ef6a46b5:0x21f727394b4d8ec4
44656,0x80c2cda7d7bbfe67:0x26069b6efe01bafd
44657,0x80c2cd2db625df0b:0x1b10f65998933056
44658,0x80deab113eb0088f:0x9aab9a94bc32e0bc
44659,0x80dc73de48b2b6a3:0x76f472bba5a93983
44660,0x80dcb10b5be33609:0xb3b692aa189145cf
44661,0x80c34cb58163ce3f:0xc948d5aeea0ba840
44662,0x80c34a7e45c6f97f:0x546625ce3b9841ff
44663,0x809106fd74805ca3:0x3451e3c34ef565f4
44664,0x8090576b7b97308f:0x99532291cba9531a
44665,0x8090596188d9b4d3:0x5d8ffcd98ffbe6cd
44666,0x808580f4b9ab56bb:0x64a03ac113193961
44667,0x808580a6fa4585ef:0x40a859dd201e466f
44668,0x808580a263bb8675:0x1392aff566f1c214
44669,0x808580a136bcf291:0x8d6290760797771f
44670,0x80dd2638ab2d0cfd:0x412030cc4cfb72c3
44671,0x8085818743a4ca0d:0xb199247306c93eab
44672,0x808580a1df24f067:0xbca82ad0da23d6b
44673,0x808f7e20133a9107:0x3ffab30f7afee0fe
44674,0x808580a278a16d1f:0x55f39f44c65ba9af
44675,0x8085809ec0622d39:0xf645001c6a6a6bf2
44676,0x80dd2768aa31709b:0xafe0c39b950f0f5a
44677,0x80dd27e474d698a3:0x4a461a0b435b9d98
44678,0x8085809f118caa81:0x81ab941bfd494b7a
44679,0x8085bb78f73be7fb:0x7060cf9401edffcb
44680,0x808580a6cb0348dd:0x15a3d90ea52a2277
44681,0x80858131381f6635:0xc133b15ee3e811ad
44682,0x808581bfd8d80505:0xd288f7ee25ae656a
44683,0x80c2958cacdee27b:0xbe837ec3c7491da8
44684,0x80c299474677dcc7:0xb2d27d08310a7a53
44685,0x80c28887c0b83937:0xba0421e06f6e3330
44686,0x80daf95e63623739:0x16d006a1f9b25e5a
44687,0x809aa019ee7e27ad:0xa8ac0ed974a54554
44688,0x80daf95e7f81d3bf:0x3872d331d68e067d
44689,0x80daf8fd908596e1:0xd56dafe0c5e3e6e9
44690,0x80dafbe7d9c1b817:0x9a8ae1a6c95a288
44691,0x80dafe0a79d39045:0x81b29e3ab4dab383
44692,0x80dafe7a3cdd0b83:0xa85f4a5cd61e7508
44693,0x80dafba5015bb79d:0x9a9c9c22d06efe7d
44694,0x80dafdffe092dbe7:0xf7f2f1be4a1ec7e5
44695,0x808fcd2abb5daf45:0xd9f60b55fa6e349
44696,0x809040ffd771311f:0xff47866124dfd68f
44697,0x809019365d64491f:0x39f137360abfbc26
44698,0x8090407ae6289b21:0xd802700e0537e6ed
44699,0x808e34b00e0c7a49:0x44d041a982a9f277
44700,0x808f869216b7768f:0x1dad8239ca858446
44701,0x80e824e25c200c39:0x8e813fcc425bcc6e
44702,0x80c28661bf40a32b:0x43ca3351957499aa
44703,0x80c27dfcd8e1bf7d:0xe86f9bd0d21e8ef2
44704,0x80c2bd8ac778e241:0xbe057b5fa2fcbdd9
44705,0x80c2878cdaccaa43:0xa8261eab6bee45e2
44706,0x80940be9157a3ebf:0x65648032cf04e2fb
44707,0x80c2b588fbf6959f:0xf391fda903fea6d2
44708,0x80c2c055752bdf77:0xac4418cd239bf8bf
44709,0x80c2c2e411390653:0x50baed3aa7e6fc84
44710,0x80c2b5579050ff57:0xc8164b99d87e4728
44711,0x80c2ca9efb4a16af:0x43c978354e953292
44712,0x80c2c716ee1117bb:0x74eec1b6680c1c2d
44713,0x80dcab7c14131da3:0xaccf085f6339c241
44714,0x80c297ce46015c05:0xa82a46b652db77ca
44715,0x80dd4adceb4f582d:0x7ce96e06ef4ff5b5
44716,0x80c2b9494b63d9ff:0xbad4f61fe2f7a137
44717,0x80c33146263fd54f:0x3f9dc7adb513aa75
44718,0x80c34b1795d27181:0x2300aaa36ef9c3d4
44719,0x80c33349e5f887df:0xf3fb090f0fe85935
44720,0x80c34ea6dcffcddb:0x36eace71c5cef727
44721,0x80dcad188453ae07:0xb9c68f23e3095b40
44722,0x80c32de5162f3415:0x1bf44a215f67430b
44723,0x80dcb4ce95dadcdf:0x236c212edf2e8277
44724,0x80c32fc82dae0a85:0xb6be97ad0ffe8a23
44725,0x8085ac029f7499eb:0xc8ed3bdef6b63449
44726,0x808506ef3fd0685d:0xd0358179ea7ced3b
44727,0x80850883dcbdd30b:0x650240cbcdfb014d
44728,0x8090550090604c2d:0xd9f0df6aa4805d67
44729,0x80c2904a0b765dd3:0x4f27150485601709
44730,0x80c291032643bcc9:0xda959308ce08f535
44731,0x80c2972274e97679:0x877a64c585ca1b61
44732,0x80c291048b1e47cd:0x39cc80029958921
44733,0x80dd2fde5ebd68f5:0xf0ea405c31ab8374
44734,0x8085878fa186581b:0x822793974e4c73f9
44735,0x808587216d967cc3:0x622d3d86eef72274
44736,0x808f80b4038bb1cd:0x27c3178e05bfa0ed
44737,0x8085808992701887:0x957787c90a239f79
44738,0x808f8752cf4df97f:0xa2dfa6660d32ae12
44739,0x808f7e3c7b2fdcd7:0x969197a2d40836b5
44740,0x808f87468fd1dfaf:0x5652562fb28816aa
44741,0x8085808966ffd66b:0xcc399548b2393ed1
44742,0x808f80b273483455:0x3b82b625669acb40
44743,0x808f8753538d7729:0x8616f409de19db70
44744,0x8085808c70cd5e7f:0x964ec08f3a2be48d
44745,0x808f80b724e82171:0x95f52a4e86811803
44746,0x808f80ad3b792f87:0xf2a89f2701c9074a
44747,0x80858092fe51ec27:0xdd963f9b68f30b34
44748,0x808e1662ed8e8275:0x55fabe44af5c83df
44749,0x808e153ec4504aed:0x91cb6694b5885885
44750,0x808e153e64223e15:0xade21ed4ec17dcea
44751,0x809ac745fea3cb8f:0x54882a19055dfb51
44752,0x809ada2b309f982d:0xd8dd7f34aa7254e5
44753,0x80900cc8132035b1:0xff02a83dbfec37c0
44754,0x809adce033f28aeb:0x8a3293b8ebd61c20
44755,0x809add4006cb8059:0x6109120c4ea55b92
44756,0x80900c68dd2a7011:0xfcdfc1caa64b7c6f
44757,0x809d9621c353fe97:0xa250d860363ee37
44758,0x809add6ceed2c42d:0xbd0faa8924b2e7ec
44759,0x809abd28383cfaa3:0xb6292b4f789d8f6f
44760,0x80c3344719f2e08b:0x5643ce190ac270cc
44761,0x80c2c7ca9693907b:0x926fe7778e6409b8
44762,0x80deaa584dc45abd:0x8138ed6b326074e5
44763,0x80903d3cf3ec2e51:0xb9432b565354e974
44764,0x80e825792704b401:0x9e7d21b514b98902
44765,0x8084acb48f773dd9:0x68701d4b5722c53d
44766,0x809ac7247e7a9e3f:0xa16fdb3608f422d4
44767,0x808f9f457732b60b:0xece9e92142543c95
44768,0x808f9e70a2847323:0xbdbd5d6081dc0a10
44769,0x809ada5b4bc181cb:0x6c1c0a8dfefa39e6
44770,0x809adcbd274c9d21:0x6bcd895af1e9c28f
44771,0x809acf91c4612a25:0x45c96ff536f326de
44772,0x80dcd666302c95fb:0x44c6701534b32726
44773,0x80dd28af50f74957:0xba048b3dd2c17cef
44774,0x80dcd82707e74c97:0xff361a64c558f9ea
44775,0x80dcd9cde3a3cabd:0xe5b32982c030f51c
44776,0x80dd2926d1b6cf37:0xbdfed5e1a9700b62
44777,0x80dcd92e9f0e5b9f:0xa16e7aa952cd5a45
44778,0x80dcd7f3d4535e83:0x640d488667e36daf
44779,0x809cb451e39858f3:0xafb6e071b765b257
44780,0x809cb5cc070bca91:0x8ed2f8ebec5a647e
44781,0x809cb44952d5b079:0xa0df1aa03eb68e90
44782,0x809cd4a1aa1571fd:0xe9764cf9d28444f6
44783,0x809cb44b795bfc6d:0x23568e9e0a460eed
44784,0x8083670d154d89c1:0x3787c2a82fe5bad5
44785,0x809b530c682f9e23:0x3a1a771f064e81b9
44786,0x809cb5b1f2cfb2a3:0x520b4a90552ded59
44787,0x809cd49777e662a9:0x605ad7bfb3502329
44788,0x8084acac587271f9:0x5b081b3f5bb2f65b
44789,0x809cb5253f602103:0x849d5230fc9b5e79
44790,0x809cb451f3fd381f:0xb9d4a9176cd7637
44791,0x809cd1b1c5638831:0x18f61bb200e843e
44792,0x809cd493e0dd47bd:0x14e442ff9cbb03b4
44793,0x80832886926a3097:0xb89f24078853467a
44794,0x809cb5cbc1a0d5f3:0x33b12d659fb13abd
44795,0x809b05404feebc11:0xb9f43e133ef68e0d
44796,0x809cb44e0c26930f:0xfb72cc700c595625
44797,0x80c2c1adf2b20e1b:0x9701654bd49a8848
44798,0x80997d7454294a45:0x572c14c21ad0bda7
44799,0x809adc209ba77259:0x816a5089f8452a87
44800,0x80dd28e9bae42113:0x9bdbe0474c66c28
44801,0x80dd2937c474a45d:0xe09887a3e5d624df
44802,0x80997f9bccee8abb:0x580794faeddb9e5f
44803,0x80c2bf4dd86088cf:0x6a4edf37cdce1d1
44804,0x80c2c5d2efaac12b:0x18f258ff3d2d403c
44805,0x80c32a07d689bd7b:0x21d77ceca6eae0de
44806,0x80dce8e8a72f237f:0x91d058eec97c20e2
44807,0x80c2c3496ea0aec9:0x18445a3d62947d7b
44808,0x80dcef4d15b10035:0x2acf6d89893dea67
44809,0x808e2d73f74a094f:0x765f76376ee8629c
44810,0x808e2da9a57b20b1:0x328de456b3e14b42
44811,0x808e6a9726256d3f:0x56c81c47cfd2a2ef
44812,0x808e2db68dff949d:0xd3240a7c98c087b8
44813,0x80c13755eb511947:0x804ebcf791d101a1
44814,0x80dd35a247daa65b:0x10d232c18a62ee64
44815,0x80c2b655c49eabfb:0xfbd42d3dc6477e08
44816,0x80d95b301732c4b5:0xa3507ac87be07295
44817,0x80d957ab3fd94ffb:0x35359c1b4777e849
44818,0x808fb74cbf3cf937:0xd5d36f71a83e9253
44819,0x80ecc513deeb1f47:0xef2654135f785b70
44820,0x80ecc56841fde949:0x955f2e88abe242f2
44821,0x80ece3b032d08957:0xed93bb7b470ed15
44822,0x80ece19ce265c8fb:0xfa6f615fa51644fb
44823,0x80ecc4db2533301b:0x1bd997cee4cb94bf
44824,0x809b7a71a394a857:0xd1717302b6618ad
44825,0x80deaa9b64c5f10f:0x11d21401c058859a
44826,0x80d95379f070aa3b:0xe1bd6e427699b41
44827,0x80c2c1017d7bce59:0x63baeb351bab2131
44828,0x80c2c40c00b056d3:0xc865b73e82e46176
44829,0x80c2c3ff12b0ac4f:0xbd11be7d63ae838
44830,0x80c2bb9582269ef1:0x1b4cee886309f76e
44831,0x80c2c3dff6535ed3:0x52d3dc84964b977
44832,0x80c2b945d3869cb1:0xa8b4387b7485fca3
44833,0x80c2c40ce4cecb8b:0xf0d9ec9a3008e5ca
44834,0x80c2b938dd2fdeb7:0xee94b5b57942afd3
44835,0x80c2c16e7c2f621b:0x8817efcd804dc970
44836,0x80c2c3dfd8c7d143:0x65b8b51adf4af85b
44837,0x80c2c16717b7e6dd:0xa394eee8adfe26ec
44838,0x80859bf2f6cb9a07:0x70009c71ade4bc12
44839,0x808fcecafdb31371:0x9d4725bf0ea94052
44840,0x80859715ca70254f:0x3ed363e7a2277160
44841,0x80dd31e43a24a751:0x414f61666dca09e4
44842,0x80c2bd9cc90e710b:0xc7e1fb3de63cacac
44843,0x80945d062126a88d:0x15cdbb4f3652dfb0
44844,0x80945b66b1893e77:0xdb788b366a7c2f44
44845,0x80c34c79b9d058f3:0x9ce2e83c34095be3
44846,0x80db4fb3325e2a9b:0x6ef8ad5c54605328
44847,0x80c34cb7dc8972b3:0xa1dbdac2c9578ae
44848,0x80c34ddfdc170cbd:0x710e50df68629d10
44849,0x80c34c94613675a1:0x93e24816b2955c28
44850,0x80c2ccd61a9d066d:0xd49926afcc1c30c4
44851,0x80c29359ecacc549:0xdcff0bf9f79849a1
44852,0x80c29d45d6f7a279:0x3497150c448b2d75
44853,0x80dd31a1e0f7761d:0x60055bfa35e9619e
44854,0x80dd3138bce35431:0x9cc785b3cb7d986d
44855,0x80dd312e334cbac7:0xda2199b498d2a1e1
44856,0x80dd31582f0c8761:0x3ba81b155eb28c1d
44857,0x80dd317208802921:0x7d3aedeb1a124bc7
44858,0x80dd31501ec3c97b:0x73c7aaea1c5590ce
44859,0x80dd291ad9ac611d:0x70b7d99819a0aab6
44860,0x80dd33ef0d70f8a7:0x90eb51e4921a1289
44861,0x809b201f22465291:0x5de2d07eef0868ef
44862,0x809afab9bc7ba635:0x953e200b029fcb48
